,ï»¿Rank,Song,Artist,Year,Lyrics,ids,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence
90,91,i like it,sammie,2000, yeah girl i wish that i could spend time with you each and everyday playin on my love emotions thats the things that got me open and i dont know what it takes to let you know youre my girl to let you know youre my baby and even when they say we wont stay around if they only knew that we were meant to be together forever and ever whatever theres no better than me and you girl thats why i write you love letters sayini like the way you look at me i like the time we spend baby i like what we have grown to be i like it girl dont you know i like it i like the way you look at me i like the time we spend baby i like what we have grown to be i like it girl dont you know i like itsometimes i wanna be the one you be checkin for can i get a second for me and you to be alone tell me if you think its wrong love is nothin but the time it takes to say im on your mind let me tell you im always there oh yeahlets get alittle time away go to the movies on a saturday meet me at the finish line so i can tell you one more time girl you know im not scared to let you see thati like the way you look at me i like the time we spend baby i like what we have grown to be i like it girl dont you know i like it i like the way you look at me i like the time we spend baby i like what we have grown to be i like it girl dont you know i like itwhen i think of you i think of all the things we could do and i never wanna let you go and as long as i can let you know i hope we stay down foreveri like baby baby baby baby i like baby baby baby baby i like baby baby baby baby i like it girl dont you know i like iti like the way you look at me i like the time we spend baby i like what we have grown to be i like it girl dont you know i like it i like the way you look at me i like the time we spend baby i like what we have grown to be i like it girl dont you know i like iti like baby baby baby baby i like baby baby baby baby i like baby baby baby baby i like it girl dont you know i like it ,5hc71nKsUgtwQ3z52KEKQk,0.799,0.123,101.038,0.0641,0.202,0.0277,4,0.611,0,347520,-5.719,0.51
91,92,247,kevon edmonds,2000, baby its no mystery youre bringing out the best in me and though ive been in love before ive never had the kind of love that made me feel securei never thought that give and take mentality was right for me you made me open up and see that its for real and theres no other place id rather bethink about you all the time 247 babe the love i have inside for you is more than any words can say thanking god on bended knee well always be together babe you and meif theres a high or low anything can be babe ill be there for you to pick you up off your feet yeah thanking god on bended knee well always be together babe you and mewhen im in my nine to five a smile went across my lips when i daydream about the night before i count the minutes till im in your arms once moremy friends still dont understand no in me they see a brand new man i give you props and tell them that my shortys bout it she personifies the love she givesthink about you all the time 247 babe the love i have inside for you is more than any words can say thanking god on bended knee well always be together babe you and meif theres a high or low anything can be babe ill be there for you to pick you up off your feet yeah thanking god on bended knee well always be together babe you and meoh how ive waited for this moment in my life if its you that i adore baby with you am i secure my life is in your hands and now i understand what it means to be in love again never gonna let you go oh nothink about you all the time 247 babe the love i have inside for you is more than any words can say thanking god on bended knee well always be together babe you and meif theres a high or low anything can be babe ill be there for you to pick you up off your feet yeah thanking god on bended knee well always be together babe you and methink about you all the time think about you all the time the love i have inside for you is more than any words can say thanking god on bended knee oh well always be together babe you and meif theres a high or low anything can be babe ill be there for you to pick you up off your feet yeah thanking god on bended knee well always be together babe you and methink about you all the time 247 babe the love i have inside for you is more than any words can say thanking god on bended knee well always be together babe you and meif theres a high or low anything can be babe ,3ngf72nHIDWjsaagIVumuM,0.563,0.292,112.094,0.301,0.319,0,4,0.468,0,180787,-5.847,0.462
92,93,girl on tv,lfo,2000, ooh yeah yeah im wishin on a fallin star wonderin where you are i wishwish for you on a falling star wondering where you are do i ever cross your mind in the warm sunshine shes from the city of angels like betty davis james dean and gable never know what she means to me i fell for the girl thats on tvmet her at a counter affair she wore a green dress and everybody was there felt out of place till she looked into my eyesshook your hand around 9 pm and im never gonna be the same again never had to be on a movie screen to be the leading lady in all my dreamsshoobydoowop and scobby snacks met a fly girl and i cant relax the only problem is shes a movie star oh my friends they wont believe me if they could only see me at the risk of soundin cheesy i think i fell for the girl on tvwish for you on a falling star wondering where you are do i ever cross your mind in the warm sunshine shes from the city of angels like betty davis james dean and gable never know what she means to me i fell for the girl thats on tveverybody knows her name i wanna take a picture and theyre glad she came but i just wanna be there when shes down down be there when shes downi dont want her autograph i just wanna call her up and make her laugh never had to be on a movie screen to be the leading lady in all my dreamsshooby doowap and scooby snacks i met a fly girl and i cant relax the only problem is shes a movie star oh my friends they wont believe me if they could only see me at the risk of soundin cheezy i think i fell for the girl on tvwish for you on a falling star wondering where you are do i ever cross your mind in the warm sunshine shes from the city of angels like betty davis james dean and gable never know what she means to me i fell for the girl thats on tvwish for you on a falling star im wishing on a star and im wonderin where you are wondering where you are do i cross your mind in the warm sunshineyeah so i wish for you on a bright shining star every where i look there you are there you are its the girl in the green dress she took my breath away and now i look to the sky for a better dayto the beach shore and scooby snacks i met a fly girl and i cant relax never had to be on a movie screen cause shes the leading lady in all my dreams come onwish you on a falling star wondering where you are do i ever cross your mind in the warm sunshine shes from the city of angels like betty davis james dean and gable never know what she means to me i fell for the girl thats on tvwish for you on a fallin star wonderin where you are do i ever cross your mind in the warm sunshine shes from the city of angels like betty davis james dean and gable never know what she means to me i fell for the girl thats on tvon tv i wishin i wishin away ,4DJwdQDai9DLYBL9TNrEDo,0.716,0.134,96.043,0.0297,0.131,0,4,0.688,4,247600,-4.001,0.352
93,94,bounce with me,lil bow wow featuring xscape,2000, see around here i make things that make yall bounce ya know ya know what i mean left to right right to left its so so def and uh its goin down ya know what i mean my man bow wow bow wow yeah hear me now yeah ya heard lets go lets go lets goaround here we pop them collars around here we get them dollars every girl i see that look right a nigga like me just gotta holla this kid here all about stackin up got big head but we can back it up long cause everybody get crunk when we drop in the club starts acting up i represent the s o s o d e f m o b thats me j d da brat and j e so please believe what i do aint never been done ohio is where im from i heard what you said and i saw what you do and yall playas really dont want none from the day to the night i rock say what you like never not stayin alive living the life gots to keep it hot shotgun in the drop riding good twenties tvs leather and wood poppin watching big momma holdin it down like a playa should sing a long nowall i wanna do is see ya bounce with me bounce with me grab a partner hit the floor bounce with me bounce with me some clap clap others stomp but around here we get it crunk when ya bounce with me bounce with me all i wanna do is see ya bounce with me bounce with me grab a partner hit the floor bounce with me bounce with me some clap clap others stomp but around here we get it crunk when ya bounce with me bounce with meits the b to the o w wow even your girl fall in love when i smile the tight little guy you aint seen in a while ignore the hype just right for you size i get in where i fit in braided up made the bucks and im still a kid imagine what life like when i get big im ma be rich surrounded by chicks couple of cars couple of cribs gettin a couple of mills shining every time i feel you see how so so get ill you dont want no stuff up in here bow to the wow in your ear now i get down cause im hit bound and i rock an iced out mickey mouse around my neck and i hang on niggas like vince carter with my arm in the net and i outta snatch up your daughters but i was brought up with respect when i turn sixteen im ma call her though and show her how to ride with a baller yo let her know why it wouldnt hurt her to fall in love with a nigga like me along time ago sing a long nowall i wanna do is see ya bounce with me bounce with me grab a partner hit the floor bounce with me bounce with me some clap clap others stomp but around here we get it crunk when ya bounce with me bounce with me all i wanna do is see ya bounce with me bounce with me grab a partner hit the floor bounce with me bounce with me some clap clap others stomp but around here we get it crunk when ya bounce with me bounce with mei i i wanna see you bounce with me now take take take it down to the ground with me now shake shake shake it all around the town with me now whatcha gon do shorty whatcha gon do ,5jZfGxZDayFA1HzYmyOG3a,0.75,0.265,72.016,0.168,0.434,0,4,0.852,8,175893,-5.153,0.934
94,95,cowboy take me away,dixie chicks,2000, i said i wanna touch the earth i wanna break it in my hands i wanna grow something wild and unruly i wanna sleep on the hard ground in the comfort of your arms on a pillow of blue bonnets in a blanket made of stars oh it sounds good to mei said cowboy take me away fly this girl as high as you can into the wild blue set me free oh i pray closer to heaven above and closer to you closer to youi wanna walk and not run i wanna skip and not fall i wanna look at the horizon and not see a building standing tall i wanna be the only one for miles and miles except for maybe you and your simple smile oh it sounds good to me yes it sounds so good to mecowboy take me away fly this girl as high as you can into the wild blue set me free oh i pray closer to heaven above and closer to you closer to youi said i wanna touch the earth i wanna break it in my hands i wanna grow something wild and unruly oh it sounds so good to mecowboy take me away fly this girl as high as you can into the wild blue set me free oh i pray closer to heaven above and closer to you closer to you closer to you cowboy take me away closer to you ,3rXCZRMiMZp0feGcYXpwYX,0.622,0.0982,164.418,0.031,0.365,0.00527,4,0.467,6,287267,-7.255,0.455
95,96,i dont wanna,aaliyah,2000, yeah mmm hmm whoa ooh yeahi dont wanna be be without you be without you i dont wanna live live without you live without you i dont wanna go go without you go without you i dont wanna be alonewhen we hooked up we sat down made an agreement we vowed that that wed always be together through whatever we said that no one would ever get between ussaid that love would never leave us that was a while ago but now lately it feels like i mean i feel like all we do is fight every single nightcant make it tight cant get it right i just wanna go back take it way back all the way back can we start again do it over can we straighten it out can we work it out causei dont wanna be be without you be without you i dont wanna live live without you live without you i dont wanna go go without you go without you i dont wanna be alonei dont wanna be be without you be without you i dont wanna live live without you live without you i dont wanna go go without you go without you i dont wanna be alonei cant sleep without you think without you eat without you speak without you be without you i cant even breathe without you i cant do without you deal without you spend without youmy whole world is upside down dont wanna go out cause i cant ride without you feelin like im gonna die without you what is a girl supposed to do when i spend my last dime bein your line i dont wanna be without youi dont wanna be be without you be without you i dont wanna live live without you live without you i dont wanna go go without you go without you i dont wanna be alonei dont wanna be be without you be without you i dont wanna live live without you live without you i dont wanna go go without you go without you i dont wanna be alonehow can this be that its not workin out that its not workin out we vowed to be always together babe its hurting me that we dont talk no more its not supposed to be this way where did we go wrong we both made mistakes but gotta carry oni dont wanna be be without you be without you i dont wanna live live without you live without you i dont wanna go go without you go without you i dont wanna be alonedont wanna live no no ,5de9Ho64dovuQI8Uhn5gPD,0.778,0.139,114.208,0.041,0.843,0,4,0.433,4,87561,-7.681,0.764
96,97,independent women,destinys child,2000, lucy liu with my girl drew cameron d and destiny charlies angels come onquestion tell me what you think about me i buy my own diamonds and i buy my own rings only ring your celly when im feelin lonely when its all over please get up and leavequestion tell me how you feel about this try to control me boy you get dismissed pay my own fun oh and i pay my own bills always 5050 in relationshipsthe shoe on my feet ive bought it the clothes im wearing ive bought it the rock im rockin ive bought it cause i depend on meif i wanted the watch youre wearin ill buy it the house i live in ive bought it the car im driving ive bought it i depend on me i depend on meall the women who are independent throw your hands up at me all the honeys who makin money throw your hands up at meall the mommas who profit dollas throw your hands up at me all the ladies who truly feel me throw your hands up at megirl i didnt know you could get down like that charlie how your angels get down like that girl i didnt know you could get down like that charlie how your angels get down like thattell me how you feel about this who would i want if i would wanna live i worked hard and sacrificed to get what i get ladies it aint easy bein independentquestion howd you like this knowledge that i brought braggin on that cash that he gave you is to front if youre gonna brag make sure its your money you flaunt depend on no one else to give you what you wantthe shoe on my feet ive bought it the clothes im wearing ive bought it the rock im rockin ive bought it cause i depend on meif i wanted the watch youre wearin ill buy it the house i live in ive bought it the car im driving ive bought it i depend on me i depend on meall the women who are independent throw your hands up at me all the honeys who makin money throw your hands up at meall the mommas who profit dollas throw your hands up at me all the ladies who truly feel me throw your hands up at megirl i didnt know you could get down like that charlie how your angels get down like that girl i didnt know you could get down like that charlie how your angels get down like thatdestinys child wassup you in the house sure nuff well break these people off angel stylechild of destiny independent beauty no one else can scare me charlies angelsall the women who are independent throw your hands up at me all the honeys who makin money throw your hands up at meall the mommas who profit dollas throw your hands up at me all the ladies who truly feel me throw your hands up at megirl i didnt know you could get down like that charlie how your angels get down like that girl i didnt know you could get down like that charlie how your angels get down like thatgirl i didnt know you could get down like that charlie how your angels get down like that girl i didnt know you could get down like that ,69XUpOpjzDKcfdxqZebGiI,0.602,0.169,97.954,0.206,0.362,3.69E-06,4,0.73,6,221133,-3.782,0.927
97,98,gotta tell you,samantha mumba,2000, yeah yeah yeah yeah yeahyour love for me came as a waterfall flowin inside me like never before your love for me somethin i didnt see but baby i know better nowwhen you walked in the room that very night a special feelin just burst inside there was only you nobody else but baby i know better nowdont want to love you if you dont love me dont want to need you when you wont need me too dont want to tell you this now but it wouldnt be right if i didnt tell you this tonightyeah yeah yeah yeah yeahand now youre back inside my house again im tryin deeper to explain cause baby i want to get it on and baby youre the one for mebut now that i have got you all alone after all this talkin on the phone i should be strong theres nothing wrong ill tell you this is where you belong where you belongdont want to love you if you dont love me dont want to need you when you wont need me too dont want to tell you this now but it wouldnt be right if i didnt tell you this tonightdont want to love you if you dont love me dont want to need you when you wont need me too dont want to tell you this now but it wouldnt be right if i didnt tell you this tonightit was just something in your eyes that made me realize but now i hear voices deep inside tellin me tellin me its youdont want to love you if you dont love me dont want to need you when you wont need me too dont want to tell you this now but it wouldnt be right if i didnt tell you this tonightdont want to love you if you dont love me dont want to need you when you wont need me too dont want to tell you this now but it wouldnt be right if i didnt tell you this tonight ,7ccz9p1ErD6Kq5ZSQmyvLm,0.752,0.19,110.007,0.028,0.229,0,4,0.729,0,201067,-4.478,0.792
98,99,waiting for tonight,jennifer lopez,2000, like a movie scene in the sweetest dreams i have pictured us together now to fell your lips on my finger tips i have to say is even better than i ever thought it could possibly be its perfect its passion its setting me free from all of my sadness the tears that ive cried i have spent all my lifewaiting for tonight oh when you would be here in my arms waiting for tonight oh ive dreamed of this love for so long waiting for tonighttender words you say take my breath away love me now and leave me never found a sacred place lost in your embrace i want to stay in this forever i think of the days when the sun used to set on my empty heart all alone in my bed tossing and turning emotions were strong i knew i had to hold onwaiting for tonight oh when you would be here in my arms waiting for tonight oh ive dreamed of this love for so longwaiting for tonight oh when you would be here in my arms waiting for tonight oh ive dreamed of this love for so long waiting for tonightgone are the days when the sun used to set on my empty heart all alone in my bed tossing and turning emotions were strong i knew i had to hold onwaiting for tonight oh when you would be here in my arms waiting for tonight oh ive dreamed of this love for so longwaiting for tonight oh when you would be here in my arms waiting for tonight oh ive dreamed of this love for so longwaiting for tonight oh when you would be here in my arms waiting for tonight oh ive dreamed of this love for so long waiting for tonight oh ,5jOvmh1DYmaiBPETL6HCRY,0.941,0.109,125.014,0.0408,0.00224,0.0826,4,0.694,10,246507,-6.108,0.854
99,100,shackles praise you,mary mary,2000, recite sure is hot out here no i dont mind no just glad to be free know what im sayinchorus take the shackles off my feet so i can dance i just wanna praise you i just wanna praise you you broke the chains now i can lift my hands and im gonna praise you im gonna praise praise youin the corners of my mind i just cant seem to find a reason to believe that i can break free cause you see i have been bound for so long felt like all hope was gone but as i lift my hands i understand that i should praise you through my circumstancechorus take the shackles off my feet so i can dance i just wanna praise you i just wanna praise you you broke the chains now i can lift my hands and im gonna praise you im gonna praise praise youeverything that could go wrong all went wrong at one time so much pressure fell on me i thought i was gonna lose my mind lord i know you wanna see if i will hold on through these trials but i need you to lift this load cause i cant take it no morechorus take the shackles off my feet so i can dance i just wanna praise you i just wanna praise you you broke the chains now i can lift my hands and im gonna praise you im gonna praise praise youbeen through the fire and the rain bound in every kind of way but god has broken every chain so let me go right nowchorus x3 take the shackles off my feet so i can dance i just wanna praise you i just wanna praise you you broke the chains now i can lift my hands and im gonna praise you im gonna praise praise you ,5siee1e4lz8uF51OokjglA,0.68,0.194,100.442,0.153,0.0313,0,4,0.79,7,196240,-7.807,0.813
,ï»¿Rank,Song,Artist,Year,Lyrics,ids,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence
100,1,hanging by a moment,lifehouse,2001, im desperate for changing starving for truth im closer to where i started chasing after youim falling even more in love with you letting go of all ive held onto im standing here until you make me move im hanging by a moment here with youforgetting all im lacking completely incomplete ill take your invitation you take all of menow im falling even more in love with you letting go of all ive held onto im standing here until you make me move im hanging by a moment here with youim livin for the only thing i know im running here and im not quite sure where to go and down i know id like to be in tune just hanging by a moment here with youtheres nothing else to lose theres nothing left to fly there is nothing in the world that can change my mind there is nothing else there is nothing else there is nothing elseim desperate for changing starving for truth im closer where i started im chasing after youim falling even more in love with you letting go of all ive held onto im standing here until you make me move im hanging by a moment here with youim livin for the only thing i know im running here and im not quite sure where to go and down i know id like to be in tune just hanging by a moment here with youjust hanging by a moment hanging by a moment hanging by a moment hanging by a moment here with you ,0wqOReZDnrefefEsrIGeR4,0.855,0.0716,124.578,0.0352,0.000983,0,4,0.531,1,216067,-4.95,0.424
101,2,fallin,alicia keys,2001, i keep on fallin in and out of love with you sometimes i love ya sometimes you make me blue sometimes i feel good at times i feel used lovin you darlin makes me so confusedi keep on fallin in and out of love with you i never loved someone the way that i love youoh oh i never felt this way how do you give me so much pleasure and cause me so much pain just when i think ive taken more than would a fool i start fallin back in love with youi keep on fallin in and out of love with you i never loved someone the way that i love youoh baby i i i im fallin i i i im fallin falli keep on fallin in and out of love with you i never loved someone the way that i love youim fallin in and out of love with you i never loved someone the way that i love youim fallin in and out of love with you i never loved someone the way that i love youwhat ,5nqD7Un5BOLlnk5AjfXZRJ,0.387,0.106,85.924,0.0281,0.672,0,4,0.459,11,222880,-8.409,0.283
102,3,all for you,janet,2001,all my girls at the party look at that body shakin that thing like you never did see got a nice package alright cause im gonna have to ride it tonight all my girls at the party look at that body shakin that thing like you never did see got a nice package alright edit four three two one its all for you if you really want it its all for you if you say you need it its all for you if you gotta have it its all for you if you make a move its all for you i see you staring out the corner of my eye you seem uneasy want to approach me throw me a line but then somethin inside you grabs you says who am i i know exactly cause it happens with all the guys so you so what you gonna do come on and talk to me promise you wont even have an attitude ill let you sit right next to me dont join the list with the other fools that aint the way to be yes its cool yes im in the mood intimidations got that mind its all for you if you really want it its all for you if you say you need it its all for you if you gotta have it its all for you if you make a move its all for you its all for you tell me youre the only one its all for you soon well be having fun all for you come over here and get some its all for you if you make a move its all for you cant be afraid or keep me waiting for too long before you know it ill be outta here ill be gone dont try to be all clever cute or even sly dont have to work that hard just be yourself and let that be your guide so you so what you gonna do so come on and talk me by promise you wont even have an attitude ill even let you sit right next to me dont join the list with all the other fools that aint the way to be yes its cool yes im in the mood intimidations every time its all for you if you really want it its all for you if you say you need it its all for you if you gotta have it its all for you if you make a move its all for you its all for you tell me youre the only one its all for you soon well be having fun all for you come over here and get some its all for you if you make a move its all for you all my girls at the party look at that body shakin that thing like you never did see got a nice package alright cause im gonna have to ride it tonight all my girls at the party look at that body shakin that thing like you never did see got a nice package alright cause im gonna have to ride it tonight its all for you if you really want it its all for you if you say you need it its all for you if you gotta have it its all for you if you make a move its all for you all my girls at the party look at that body shakin that thing like you never did see got a nice package alright cause im gonna have to ride it tonight all my girls at the party look at that body shakin that thing like you never did see got a nice package alright cause im gonna have to ride it tonight tell me youre the only one soon youll be having fun come over here and get some soon well be having fun soon youll be having fun soon well be having fun soon youll be having fun soon youll be having fun soon youll be having fun soon well be having fun soon youll be having fun soon well be having fun soon youll be having fun soon well be having fun soon youll be having fun soon well be having fun soon youll be having fun soon well be having fun cause im gonna have to ride cause im gonna have to ride it tonight cause im gonna have to ride cause im gonna have to ride cause im gonna have to ride it tonight cause im gonna have to ride,4S2WtfT03YDIlXEwSX4Tjd,0.308,0.137,126.956,0.0477,0.591,1.61E-06,3,0.504,10,226731,-8.605,0.205
103,4,drops of jupiter tell me,train,2001, now that shes back in the atmosphere with drops of jupiter in her hair hey she acts like summer and walks like rain reminds me that theres a time to change hey since the return from her stay on the moon she listens like spring and she talks like june hey heybut tell me did you sail across the sun did you make it to the milky way to see the lights all faded and that heaven is overratedtell me did you fall for a shooting star one without a permanent scar and then you missed me while you were looking for yourself out therenow that shes back from that soul vacation tracing her way through the constellation hey she checks out mozart while she does taebo reminds me that theres room to grow heynow that shes back in the atmosphere im afraid that she might think of me as plain ol jane told a story about a man who was too afraid to fly so he never did landbut tell me did the wind sweep you off your feet did you finally get the chance to dance along the light of day and head back to the milky wayand tell me did venus blow your mind was it everything you wanted to find and then you missed me while you were looking for yourself out therecan you imagine no love pride deepfried chicken your best friend always sticking up for you even when i know youre wrongcan you imagine no first dance freezedried romance fivehour phone conversation the best soy latte that you ever had and mebut tell me did the wind sweep you off your feet did you finally get the chance to dance along the light of day and head back toward the milky waybut tell me did you sail across the sun did you make it to the milky way to see the lights all faded and that heaven is overratedand tell me did you fall for a shooting star one without a permanent scar and then you missed me while you were looking for yourselfand did you finally get the chance to dance along the light of day and did you fall for a shooting star fall for a shooting star and now youre lonely looking for yourself out there ,4JsOpySLd0oUMC2oi8uBcd,0.616,0.245,79.746,0.0363,0.00536,0,4,0.503,0,260880,-9.253,0.386
104,5,im real,jennifer lopez featuring ja rule,2001, called you on the phone said im comin through hope your all alone cause i got plans for youwe could stay at home or dance and hang all night as long as im with you doesnt matter what we dodont ask me where ive been or what im gonna do just know that im here with you dont try understand baby theres no mystery cause you know how i amim real what you get is what you see what you tryin to do to me you want to say your mine be with me all the time youre falling so in love and you just cant get enough youre tellin all your friends shes a bad bad bitchyou like the way i dress the way i wear my hair show me off to all your friends and baby i dont care just as long as you tell them who i am tell them im the one who made you give a damndont ask me where ive been or what im gonna do just know that im here with you dont try understand baby theres no mystery cause you know how i amim real what you get is what you see what you tryin to do to me you want to say your mine be with me all the time youre falling so in love and you just cant get enough youre tellin all your friends shes a bad bad bitchim real what you get is what you see what you tryin to do to me you want to say your mine be with me all the time youre falling so in love and you just cant get enough youre tellin all your friends shes a bad bad bitchim real what you get is what you see what you tryin to do to me you want to say your mine be with me all the time youre falling so in love and you just cant get enough youre tellin all your friends shes a bad bad bitchim real what you get is what you see what you tryin to do to me you want to say your mine be with me all the time youre falling so in love and you just cant get enough youre tellin all your friends shes a bad bad bitchdont ask me where ive been or what im gonna do just know that im here with you dont try understand baby theres no mystery cause you know how i amim real what you get is what you see what you tryin to do to me you want to say your mine be with me all the time youre falling so in love and you just cant get enough youre tellin all your friends shes a bad bad bitchim real what you get is what you see what you tryin to do to me you want to say your mine be with me all the time youre falling so in love and you just cant get enough youre tellin all your friends shes a bad bad bitchim real what you get is what you see what you tryin to do to me you want to say your mine be with me all the time youre falling so in love and you just cant get enough youre tellin all your friends shes a bad bad bitch ,7rOIWUhSfjWh4E7443PYE8,0.601,0.0649,83.433,0.153,0.197,0,4,0.701,11,258667,-7.678,0.564
105,6,if youre gone,matchbox twenty,2001, i think ive already lost you i think youre already gone i think im finally scared now you think im weak i think youre wrong i think youre already leaving feels like your hand is on the door i thought this place was an empire now im relaxed i cant be sureand i think youre so mean i think we should try i think i could need this in my life and i think im scared i think too much i know its wrong its a problem im dealingif youre gone maybe its time to come home theres an awful lot of breathing room but i can hardly move if youre gone baby you need to come home come home theres a little bit of something me in everything in youi bet youre hard to get over i bet the room just wont shine i bet my hands i can stay here and i bet you need  more than you mindand i think youre so mean i think we should try i think i could need this in my life i think im just scared that i know too much i cant relate and thats a problem im feelingif youre gone maybe its time to come home theres an awful lot of breathing room but i can hardly move if youre gone baby you need to come home come home theres a little bit of something me in everything in youi think youre so mean i think we should try i think i could need this in my life and i think im scared do i talk too much i know its wrong its a problem im dealingif youre gone maybe its time to come home theres an awful lot of breathing room but i can hardly move if youre gone hell baby you need to come home come home theres a little bit of something me in everything in you you something in me everything in you something in me in you ,2f5N826udWfjT9iomeaBJt,0.659,0.126,109.933,0.0298,0.427,1.33E-06,4,0.544,9,274933,-7.191,0.361
106,7,let me blow ya mind,eve featuring gwen stefani,2001, uh uh uh huh yo yodrop your glasses shake your asses face screwed up like you having hot flashes which one pick one this one classic red from blonde yeah bitch im drastic why this why that lips stop askin listen to me baby relax and start passin expressway hair back weavin through the traffic this one strong should be labeled as a hazard some of yall niggas hot sike im gassin clowns i spot em and i cant stop laughin easy come easy go ev gon be lastin jealousy let it go results could be tragic some of yall aint writin well too concerned with fashion none of you aint gizell cat walk and imagine alotta yall hollywood drama passed it cut bitch camera off real shit blast itand if i had to give you up its only been a year now i got my foot through the door and i aint goin nowhere it took awhile to get me in and im gonna take my time dont fight that good shit in your ear now let me blow ya mindthey wanna bank up crank up makes me dizzy shank up haters wanna come after me you aint a ganster prankster too much to eat snakes in my path wanna smile up at me now while you grittin your teeth frustration baby you gotta breathe take alot more that you to get rid of me you see i do what they cant do i just do me aint no stress when it comes to stage get what you see meet me in the lab pen and pad dont believe huh sixteens mine create my own lines love for my wordplay thats hard to find sophomore i aint scared one of a kind all i do is contemplate ways to make your fans mine eyes bloodshot stressin chills up your spine huh sick to your stomach wishin i wrote your linesand if i had to give you up its only been a year now i got my foot through the door and i aint goin nowhere it took awhile to get me in and im gonna take my time dont fight that good shit in your ear now let me blow ya mindlet your bones crack your back pop i cant stop excitement glock shots from your stash box fuck it thugged out i respect the cash route locked down blastin sets while i mash out yeah nigga mash out dre back track think back eve do you like that ooooh you got to i know you had you in a trance first glance from the floor too dont believe ill show you take you with me turn you on pension gone give you relief put your trust in a bomb when you listen to me dancin much get it all now im complete uh huh still stallion brick house pile it on ryde or die bitch double r cant crawl beware cause i crush anything i land on me here aint no mistake nigga it was planned onand if i had to give you up its only been a year now i got my foot through the door and i aint goin nowhere it took awhile to get me in and im gonna take my time dont fight that good shit in your ear now let me blow ya mind ,3RmKpob8xzv1pzHEQrMJah,0.539,0.0674,90.038,0.116,0.243,0,4,0.909,8,229933,-4.278,0.869
107,8,thank you,dido,2001, my teas gone cold im wondering why i got out of bed at all the morning rain clouds up my window and i cant see at all and even if i could itd all be grey but your picture on my wall it reminds me that its not so bad its not so badi drank too much last night got bills to pay my head just feels in pain i missed the bus and therell be hell today im late for work again and even if im there theyll all imply that i might not last the day and then you call me and its not so bad its not so badand i want to thank you for giving me the best day of my life oh just to be with you is having the best day of my lifeoh ohpush the door im home at last and im soaking through and through then you handed me a towel and all i see is you and even if my house falls down now i wouldnt have a clue because youre near meand i want to thank you for giving me the best day of my life oh just to be with you is having the best day of my lifeand i want to thank you for giving me the best day of my life oh just to be with you is having the best day of my life ,3KwwE4sgCzMaKWq6QBebmX,0.694,0.478,123.829,0.101,0.0962,1.20E-06,4,0.934,11,181240,-5.849,0.835
108,9,again,lenny kravitz,2001, ive been searching for you i heard a cry within my soul ive never had a yearning quite like this before know that you are walking right through my doorall of my life where have you been i wonder if ill ever see you again and if that day comes i know we could win i wonder if ill ever see you againa sacred gift of heaven for better worse wherever and i would never let somebody break you down until you cried neverall of my life where have you been i wonder if ill ever see you again and if that day comes i know we could win i wonder if ill ever see you againat every time ive always known that you where there upon your throne a lonely queen without her king i longed for you my love foreverall of my life where have you been i wonder if ill ever see you again and if that day comes i know we could win i wonder if ill ever see you againall of my life where have you been i wonder if ill ever see you again and if that day comes i know we could win i wonder if ill ever see you againall of my life where have you been i wonder if ill ever see you again and if that day comes i know we could win i wonder if ill ever see you againi wonder if ill ever see you again i wonder if ill ever see you again i wonder if ill ever see you again i wonder if ill ever see you again i wonder if ill ever see you again i wonder if ill ever see you again i wonder if ill ever see you again ,2S2od3hT7ceytw7d1pTRuE,0.738,0.135,119.973,0.0338,0.188,5.75E-05,4,0.664,9,193962,-4.095,0.203
